"","Title","Journal","Year","text","Keywords","label"
"203","Signaling through Price and Quality to Consumers with Fairness Concerns","Journal of Marketing Research",2016,"Consumers with inequity aversion experience some psychological disutility when buying products at unfair prices. Empirical evidence and behavioral research have suggested that consumers may perceive a firm's price as unfair when its profit margin is too high relative to consumers? surplus. The authors develop an analytical framework to investigate the effects of the consumer's inequity aversion on a firm's optimal pricing and quality decisions. They highlight several findings. First, because of the consumer's uncertainty about the firm's cost, the firm's optimal quality may be nonmonotone with respect to the degree of the consumer's inequity aversion. Second, stronger inequity aversion makes an inefficient firm worse off but may benefit an efficient firm. Third, stronger inequity aversion by the consumer can actually lower the consumer's monetary payoff (economic surplus) because the firm may reduce its quality to a greater extent than it reduces its price. Finally, as the expected cost efficiency in the market decreases, both the expected quality and the social surplus may increase rather than decrease.","user-generated-content",0
"204","A Thematic Exploration of Digital, Social Media, and Mobile Marketing: Research Evolution from 2000 to 2015 and an Agenda for Future Inquiry","Journal of Marketing",2016,"Over the past 15 years, digital media platforms have revolutionized marketing, offering new ways to reach, inform, engage, sell to, learn about, and provide service to customers. As a means of taking stock of academic work's ability to contribute to this revolution, this article tracks the changes in scholarly researchers? perspectives on three major digital, social media, and mobile (DSMM) marketing themes from 2000 to 2015. The authors first use keyword counts from the premier general marketing journals to gain a macro-level view of the shifting importance of various DSMM topics since 2000. They then identify key themes emerging in five-year time frames during this period: (1) DSMM as a facilitator of individual expression, (2) DSMM as decision support tool, and (3) DSMM as a market intelligence source. In both academic research to date and corresponding practitioner discussion, there is much to appreciate. However, there are also several shortcomings of extant research that have limited its relevance and created points of disconnect between academia and practice. Finally, in light of this, an agenda for future research based on emerging research topics is advanced.","user-generated-content",1
"205","Integrating Marketing Communications: New Findings, New Lessons, and New Ideas","Journal of Marketing",2016,"With the challenges presented by new media, shifting media patterns, and divided consumer attention, the optimal integration of marketing communications takes on increasing importance. Drawing on a review of relevant academic research and guided by managerial priorities, the authors offer insights and advice as to how traditional and new media such as search, display, mobile, TV, and social media interact to affect consumer decision making. With an enhanced understanding of the consumer decision journey and how consumers process communications, the authors outline a comprehensive framework featuring two models designed to improve the effectiveness and efficiency of integrated marketing communication programs: a ?bottom-up? communications matching model and a ?top-down? communications optimization model. The authors conclude by suggesting important future research priorities.","user-generated-content",1
"206","Marketing Analytics for Data-Rich Environments","Journal of Marketing",2016,"The authors provide a critical examination of marketing analytics methods by tracing their historical development, examining their applications to structured and unstructured data generated within or external to a firm, and reviewing their potential to support marketing decisions. The authors identify directions for new analytical research methods, addressing (1) analytics for optimizing marketing-mix spending in a data-rich environment, (2) analytics for personalization, and (3) analytics in the context of customers? privacy and data security. They review the implications for organizations that intend to implement big data analytics. Finally, turning to the future, the authors identify trends that will shape marketing analytics as a discipline as well as marketing analytics education.","user-generated-content",1
"207","Binge Watching and Advertising","Journal of Marketing",2016,"How users consume media has shifted dramatically as viewers migrate from traditional broadcast channels toward online channels. Rather than following the schedule dictated by television networks and consuming one episode of a series each week, many viewers now engage in binge watching, which involves consuming several episodes of the same series in a condensed period of time. In this research, the authors decompose users? viewing behavior into (1) whether the user continues the viewing session after each episode viewed, (2) whether the next episode viewed is from the same or a different series, and (3) the time elapsed between sessions. Applying this modeling framework to data provided by Hulu.com, a popular online provider of broadcast and cable television shows, the authors examine the drivers of binge watching behavior, distinguishing between user-level traits and states determined by previously viewed content. The authors simultaneously investigate users? response to advertisements. Many online video providers support their services with advertising revenue; thus, understanding how users respond to advertisements and how advertising affects subsequent viewing is of paramount importance to both advertisers and online video providers. The results of the study reveal that advertising responsiveness differs between bingers and nonbingers and that it changes over the course of online viewing sessions. The authors discuss the implications of their results for advertisers and online video platforms.","user-generated-content",1
"208","Marketing's Impact on Firm Value: Generalizations from a Meta-Analysis","Journal of Marketing Research",2016,"The interest in the value relevance of marketing investments has given rise to numerous studies on the marketing?finance interface. This study integrates extant research findings and establishes empirical generalizations on marketing's impact on firm value. Specifically, the authors conduct a meta-analysis of prior econometric elasticity estimates of the stock market impact of marketing actions and marketing assets. Analyses based on 488 elasticities drawn from 83 studies reveal a mean elasticity of .04 for advertising expenditure variables and of .54 for marketing asset variables. Among marketing assets, customer-related assets show a higher mean elasticity of .72, compared with .33 for brand-related assets. Further analyses show that advertising elasticities are lower in more concentrated industries and that marketing asset elasticities are higher during recession times. Researchers should also be aware that characteristics of the research design (e.g., the type of firm value metric used, the omission of control variables, or not accounting for endogeneity) may affect the estimation results.","user-generated-content",0
"209","The Effect of Electronic Word of Mouth on Sales: A Meta-Analytic Review of Platform, Product, and Metric Factors","Journal of Marketing Research",2016,"The increasing amount of electronic word of mouth (eWOM) has significantly affected the way consumers make purchase decisions. Empirical studies have established an effect of eWOM on sales but disagree on which online platforms, products, and eWOM metrics moderate this effect. The authors conduct a meta-analysis of 1,532 effect sizes across 96 studies covering 40 platforms and 26 product categories. On average, eWOM is positively correlated with sales (.091), but its effectiveness differs across platform, product, and metric factors. For example, the effectiveness of eWOM on social media platforms is stronger when eWOM receivers can assess their own similarity to eWOM senders, whereas these homophily details do not influence the effectiveness of eWOM for e-commerce platforms. In addition, whereas eWOM has a stronger effect on sales for tangible goods new to the market, the product life cycle does not moderate the eWOM effectiveness for services. With respect to the eWOM metrics, eWOM volume has a stronger impact on sales than eWOM valence. In addition, negative eWOM does not always jeopardize sales, but high variability does.","user-generated-content",0
"210","Brand Buzz in the Echoverse","Journal of Marketing",2016,"Social media sites have created a reverberating ?echoverse? for brand communication, forming complex feedback loops (?echoes?) between the ?universe? of corporate communications, news media, and user-generated social media. To understand these feedback loops, the authors process longitudinal, unstructured data using computational linguistics techniques and analyze them using econometric methods. By assembling one of the most comprehensive data sets in the brand communications literature with corporate communications, news stories, social media, and business outcomes, the authors document the echoverse (i.e., feedback loops between all of these sources). Furthermore, the echoverse has changed as online word of mouth has become prevalent. Over time, online word of mouth has fallen into a negativity spiral, with negative messages leading to greater volume, and firms are adjusting their communications strategies in response. The nature of brand communications has been transformed by online technology as corporate communications move increasingly from one to many (e.g., advertising) to one to one (e.g., Twitter) while consumer word of mouth moves from one to one (e.g., conversations) to one to many (e.g., social media). The results indicate that companies benefit from using social media (e.g., Twitter) for personalized customer responses, although there is still a role for traditional brand communications (e.g., press releases, advertising). The evolving echoverse requires managers to rethink brand communication strategies, with online communications becoming increasingly central.","user-generated-content",1
"211","Halo (Spillover) Effects in Social Media: Do Product Recalls of One Brand Hurt or Help Rival Brands?","Journal of Marketing Research",2016,"Online chatter is important because it is spontaneous, passionate, information rich, granular, and live. Thus, it can forewarn and be diagnostic about potential problems with automobile models, known as nameplates. The authors define ?perverse halo? (or negative spillover) as the phenomenon whereby negative chatter about one nameplate increases negative chatter for another nameplate. The authors test the existence of such a perverse halo for 48 nameplates from four different brands during a series of automobile recalls. The analysis is by individual and panel vector autoregressive models. The study finds that perverse halo is extensive. It occurs for nameplates within the same brand across segments and across brands within segments. It is strongest between brands of the same country. Perverse halo is asymmetric, being stronger from a dominant brand to a less dominant brand than vice versa. Apology advertising about recalls has harmful effects on both the recalled brand and its rivals. Furthermore, these halo effects affect downstream performance metrics such as sales and stock market performance. Online chatter amplifies the negative effect of recalls on downstream sales by about 4.5 times.","user-generated-content",0
"212","From Social to Sale: The Effects of Firm-Generated Content in Social Media on Customer Behavior","Journal of Marketing",2016,"Given the unprecedented reach of social media, firms are increasingly relying on it as a channel for marketing communication. The objective of this study is to examine the effect of firm-generated content (FGC) in social media on three key customer metrics: spending, cross-buying, and customer profitability. The authors further investigate the synergistic effects of FGC with television advertising and e-mail communication. To accomplish their objectives, the authors assemble a novel data set comprising customers? social media participation data, transaction data, and attitudinal data obtained through surveys. The results indicate that after the authors account for the effects of television advertising and e-mail marketing, FGC has a positive and significant effect on customers? behavior. The authors show that FGC works synergistically with both television advertising and e-mail marketing and also find that the effect of FGC is greater for more experienced, tech-savvy, and social media?prone customers. They propose and examine the effect of three characteristics of FGC: valence, receptivity, and customer susceptibility. The authors find that whereas all three components of FGC have a positive impact, the effect of FGC receptivity is the largest. The study offers critical managerial insights regarding how to leverage social media for better returns.","user-generated-content",1
"213","Marketing Analytics for Data-Rich Environments","Journal of Marketing",2016,"The authors provide a critical examination of marketing analytics methods by tracing their historical development, examining their applications to structured and unstructured data generated within or external to a firm, and reviewing their potential to support marketing decisions. The authors identify directions for new analytical research methods, addressing (1) analytics for optimizing marketing-mix spending in a data-rich environment, (2) analytics for personalization, and (3) analytics in the context of customers? privacy and data security. They review the implications for organizations that intend to implement big data analytics. Finally, turning to the future, the authors identify trends that will shape marketing analytics as a discipline as well as marketing analytics education.","machine learning",1
"214","Demonstrating the Value of Marketing","Journal of Marketing",2016,"Marketing departments are under increased pressure to demonstrate their economic value to the firm. This challenge is exacerbated by the fact that marketing uses attitudinal (e.g., brand awareness), behavioral (e.g., brand loyalty), and financial (e.g., sales revenue) performance metrics, which do not correlate highly with each other. Thus, one metric could view marketing initiatives as successful, whereas another could interpret them as a waste of resources. The resulting ambiguity has several consequences for marketing practice. Among these are that the scope and objectives of marketing differ widely across organizations. There is confusion about the difference between marketing effectiveness and efficiency. Hard and soft metrics and offline and online metrics are typically not integrated. The two dominant tools for marketing impact assessment, response models and experiments, are rarely combined. Risk in marketing planning and execution receives little consideration, and analytic insights are not communicated effectively to drive decisions. The authors first examine how these factors affect both research and practice. They then discuss how the use of marketing analytics can improve marketing decision making at different levels of the organization. The authors identify gaps in marketing's knowledge base that set the stage for further research and enhanced practice in demonstrating marketing's value.","machine learning",1
"215","Understanding Customer Experience Throughout the Customer Journey","Journal of Marketing",2016,"Understanding customer experience and the customer journey over time is critical for firms. Customers now interact with firms through myriad touch points in multiple channels and media, and customer experiences are more social in nature. These changes require firms to integrate multiple business functions, and even external partners, in creating and delivering positive customer experiences. In this article, the authors aim to develop a stronger understanding of customer experience and the customer journey in this era of increasingly complex customer behavior. To achieve this goal, they examine existing definitions and conceptualizations of customer experience as a construct and provide a historical perspective of the roots of customer experience within marketing. Next, they attempt to bring together what is currently known about customer experience, customer journeys, and customer experience management. Finally, they identify critical areas for future research on this important topic.","machine learning",1
"216","Halo (Spillover) Effects in Social Media: Do Product Recalls of One Brand Hurt or Help Rival Brands?","Journal of Marketing Research",2016,"Online chatter is important because it is spontaneous, passionate, information rich, granular, and live. Thus, it can forewarn and be diagnostic about potential problems with automobile models, known as nameplates. The authors define ?perverse halo? (or negative spillover) as the phenomenon whereby negative chatter about one nameplate increases negative chatter for another nameplate. The authors test the existence of such a perverse halo for 48 nameplates from four different brands during a series of automobile recalls. The analysis is by individual and panel vector autoregressive models. The study finds that perverse halo is extensive. It occurs for nameplates within the same brand across segments and across brands within segments. It is strongest between brands of the same country. Perverse halo is asymmetric, being stronger from a dominant brand to a less dominant brand than vice versa. Apology advertising about recalls has harmful effects on both the recalled brand and its rivals. Furthermore, these halo effects affect downstream performance metrics such as sales and stock market performance. Online chatter amplifies the negative effect of recalls on downstream sales by about 4.5 times.","machine learning",0
"217","Marketing Analytics for Data-Rich Environments","Journal of Marketing",2016,"The authors provide a critical examination of marketing analytics methods by tracing their historical development, examining their applications to structured and unstructured data generated within or external to a firm, and reviewing their potential to support marketing decisions. The authors identify directions for new analytical research methods, addressing (1) analytics for optimizing marketing-mix spending in a data-rich environment, (2) analytics for personalization, and (3) analytics in the context of customers? privacy and data security. They review the implications for organizations that intend to implement big data analytics. Finally, turning to the future, the authors identify trends that will shape marketing analytics as a discipline as well as marketing analytics education.","natural language processing",1
"218","Lower Connectivity is Better: The Effects of Network Structure on Redundancy of Ideas and Customer Innovativeness in Interdependent Ideation Tasks","Journal of Marketing Research",2016,"This article examines the popular marketing practice of interdependent ideation, whereby firms solicit ideas from customers through online platforms that enable customers to be exposed to or ?inspired? by other customers? ideas when generating their own. Although being exposed to others? ideas means that customers are ?connected? (at least implicitly) in a communication network that facilities the flow of ideas, the effect of network structure on individual innovativeness has not been considered in this context. The authors examine how, when, and why network structure?specifically, the clustering, or interconnectivity, of one's ?inspirations? (other customers)?affects the innovativeness of individual customers? product/service ideas in ideation tasks. Across five experiments, the authors show that (1) higher clustering/interconnectivity negatively affects the innovativeness of a customer's ideas; (2) this effect occurs because idea inspirations are more likely to be similar or redundant when their sources (i.e., other customers to which one is connected) are clustered; (3) greater redundancy among ideas used as inspirations is what causes lower innovativeness; and (4) this effect is attenuated when customers do not rely on other customers? ideas for inspiration.","natural language processing",0
"219","Halo (Spillover) Effects in Social Media: Do Product Recalls of One Brand Hurt or Help Rival Brands?","Journal of Marketing Research",2016,"Online chatter is important because it is spontaneous, passionate, information rich, granular, and live. Thus, it can forewarn and be diagnostic about potential problems with automobile models, known as nameplates. The authors define ?perverse halo? (or negative spillover) as the phenomenon whereby negative chatter about one nameplate increases negative chatter for another nameplate. The authors test the existence of such a perverse halo for 48 nameplates from four different brands during a series of automobile recalls. The analysis is by individual and panel vector autoregressive models. The study finds that perverse halo is extensive. It occurs for nameplates within the same brand across segments and across brands within segments. It is strongest between brands of the same country. Perverse halo is asymmetric, being stronger from a dominant brand to a less dominant brand than vice versa. Apology advertising about recalls has harmful effects on both the recalled brand and its rivals. Furthermore, these halo effects affect downstream performance metrics such as sales and stock market performance. Online chatter amplifies the negative effect of recalls on downstream sales by about 4.5 times.","natural language processing",0
"220","A Thematic Exploration of Digital, Social Media, and Mobile Marketing: Research Evolution from 2000 to 2015 and an Agenda for Future Inquiry","Journal of Marketing",2016,"Over the past 15 years, digital media platforms have revolutionized marketing, offering new ways to reach, inform, engage, sell to, learn about, and provide service to customers. As a means of taking stock of academic work's ability to contribute to this revolution, this article tracks the changes in scholarly researchers? perspectives on three major digital, social media, and mobile (DSMM) marketing themes from 2000 to 2015. The authors first use keyword counts from the premier general marketing journals to gain a macro-level view of the shifting importance of various DSMM topics since 2000. They then identify key themes emerging in five-year time frames during this period: (1) DSMM as a facilitator of individual expression, (2) DSMM as decision support tool, and (3) DSMM as a market intelligence source. In both academic research to date and corresponding practitioner discussion, there is much to appreciate. However, there are also several shortcomings of extant research that have limited its relevance and created points of disconnect between academia and practice. Finally, in light of this, an agenda for future research based on emerging research topics is advanced.","marketing insight",1
"221","Choosing Variety for Joint Consumption","Journal of Marketing Research",2016,"Consumers often make choices for joint consumption with committed relationship partners, and these choices may include more or less variety. When planning a weekend for oneself and one's spouse, for example, a person could choose more varied activities (e.g., going out to dinner, to a movie, and to a concert) or less varied activities (e.g., seeing several different movies). What might affect how much variety people choose? Five experiments demonstrate that how much variety consumers prefer for joint consumption in committed relationships depends on their relationship time perspective (i.e., the perceived time ahead in the relationship). When consumers perceive more (vs. less) time ahead in a committed relationship, they prefer more variety for joint consumption with their partners. This increased preference for variety is driven by a shift in how much excitement is valued within the relationship and is unique to choices for joint consumption with the specific relationship partner. The findings demonstrate that variety preferences depend not just on personal or situational factors but also on aspects of consumers? social relationships.","interdisciplinary",0
"222","Understanding Customer Experience Throughout the Customer Journey","Journal of Marketing",2016,"Understanding customer experience and the customer journey over time is critical for firms. Customers now interact with firms through myriad touch points in multiple channels and media, and customer experiences are more social in nature. These changes require firms to integrate multiple business functions, and even external partners, in creating and delivering positive customer experiences. In this article, the authors aim to develop a stronger understanding of customer experience and the customer journey in this era of increasingly complex customer behavior. To achieve this goal, they examine existing definitions and conceptualizations of customer experience as a construct and provide a historical perspective of the roots of customer experience within marketing. Next, they attempt to bring together what is currently known about customer experience, customer journeys, and customer experience management. Finally, they identify critical areas for future research on this important topic.","interdisciplinary",1
"223","Marketing Analytics for Data-Rich Environments","Journal of Marketing",2016,"The authors provide a critical examination of marketing analytics methods by tracing their historical development, examining their applications to structured and unstructured data generated within or external to a firm, and reviewing their potential to support marketing decisions. The authors identify directions for new analytical research methods, addressing (1) analytics for optimizing marketing-mix spending in a data-rich environment, (2) analytics for personalization, and (3) analytics in the context of customers? privacy and data security. They review the implications for organizations that intend to implement big data analytics. Finally, turning to the future, the authors identify trends that will shape marketing analytics as a discipline as well as marketing analytics education.","interdisciplinary",1
"224","The Perils of Category Management: The Effect of Product Assortment on Multicategory Purchase Incidence","Journal of Marketing",2016,"Retailers determine the assortment for a mix of product categories in a particular space (e.g., the checkout aisle, endcaps, freezer space). Within such a ?target? space, shoppers are exposed to a selection of product categories that are not necessarily correlated in consumption. In this article, the authors examine whether the assortment of one category affects consumers? purchase incidence decision in another, independent category that shares a common display space (e.g., frozen meals and ice cream). They use a multivariate probit model of purchase incidence and incorporate assortment variety captured by an entropy measure. Results from analyses of IRI data and an online experiment provide strong evidence that consumers are less likely to purchase from a category of a given assortment when it is presented with another category assortment of greater variety and that this effect is driven by the display proximity. Furthermore, results from an eye-tracking study indicate consumers? allocation of limited attention to category assortments as an explanation for the finding. This work serves as one of the first studies to document the impact of product assortment beyond a focal category, and the results highlight a limitation of individual category management when grocery retailers make product assortment decisions.","interdisciplinary",1
"225","Stock Returns on Customer Satisfaction Do Beat the Market: Gauging the Effect of a Marketing Intangible","Journal of Marketing",2016,"A debate about whether firms with superior customer satisfaction earn superior stock returns has been persistent in the literature. Using 15 years of audited returns, the authors find convincing empirical evidence that stock returns on customer satisfaction do beat the market. The recorded cumulative returns were 518% over the years studied (2000?2014), compared with a 31% increase for the S&P 500. Similar results using back-tested instead of real returns were found in the United Kingdom. The effect of customer satisfaction on stock price is, at least in part, channeled through earnings surprises. Consistent with theory, customer satisfaction has an effect on earnings themselves. In addition, the authors examine the effect of stock returns from earnings on stock returns from customer satisfaction. If earnings returns are included among the risk factors in the asset pricing model, the earnings variable partially mitigates the returns on customer satisfaction. Because of the long time series, it is also possible to examine time periods when customer satisfaction returns were below market. The reversal of the general trend largely resulted from short-term market idiosyncrasies with little or no support from fundamentals. Such irregularities have been infrequent and eventually self-correcting. The authors provide reasons why irregularities may occur from time to time.","interdisciplinary",1
"226","Marketing's Impact on Firm Value: Generalizations from a Meta-Analysis","Journal of Marketing Research",2016,"The interest in the value relevance of marketing investments has given rise to numerous studies on the marketing?finance interface. This study integrates extant research findings and establishes empirical generalizations on marketing's impact on firm value. Specifically, the authors conduct a meta-analysis of prior econometric elasticity estimates of the stock market impact of marketing actions and marketing assets. Analyses based on 488 elasticities drawn from 83 studies reveal a mean elasticity of .04 for advertising expenditure variables and of .54 for marketing asset variables. Among marketing assets, customer-related assets show a higher mean elasticity of .72, compared with .33 for brand-related assets. Further analyses show that advertising elasticities are lower in more concentrated industries and that marketing asset elasticities are higher during recession times. Researchers should also be aware that characteristics of the research design (e.g., the type of firm value metric used, the omission of control variables, or not accounting for endogeneity) may affect the estimation results.","interdisciplinary",0
"227","Does Sparing the Rod Spoil the Child? How Praising, Scolding, and an Assertive Tone Can Encourage Desired Behaviors","Journal of Marketing Research",2016,"In search of effective ways to encourage consumers to follow desired behaviors such as healthy eating, recycling, or financial planning, marketers sometimes use praise (e.g., ?You are doing great?) and sometimes use scolding (e.g., ?You are not doing enough?). However, the effectiveness of each approach in triggering behavior is not clear. A possible reason for the mixed results in this area is that it is not only what one says that matters but also how one says it: praising and scolding can be performed with a more or less assertive tone. This research introduces assertiveness as a moderator that can explain when praising or scolding would be more effective. Two field experiments in the context of hand hygiene and financial planning demonstrate that when communicators praise consumers, an assertive tone may be more effective in encouraging behavior, whereas scolding requires a nonassertive tone. The authors then replicate these field findings in a controlled laboratory experiment, which also provides click rates as an actual behavioral outcome.","interdisciplinary",0
"228","Lower Connectivity is Better: The Effects of Network Structure on Redundancy of Ideas and Customer Innovativeness in Interdependent Ideation Tasks","Journal of Marketing Research",2016,"This article examines the popular marketing practice of interdependent ideation, whereby firms solicit ideas from customers through online platforms that enable customers to be exposed to or ?inspired? by other customers? ideas when generating their own. Although being exposed to others? ideas means that customers are ?connected? (at least implicitly) in a communication network that facilities the flow of ideas, the effect of network structure on individual innovativeness has not been considered in this context. The authors examine how, when, and why network structure?specifically, the clustering, or interconnectivity, of one's ?inspirations? (other customers)?affects the innovativeness of individual customers? product/service ideas in ideation tasks. Across five experiments, the authors show that (1) higher clustering/interconnectivity negatively affects the innovativeness of a customer's ideas; (2) this effect occurs because idea inspirations are more likely to be similar or redundant when their sources (i.e., other customers to which one is connected) are clustered; (3) greater redundancy among ideas used as inspirations is what causes lower innovativeness; and (4) this effect is attenuated when customers do not rely on other customers? ideas for inspiration.","interdisciplinary",0
"229","The Influence of Serotonin Deficiency on Choice Deferral and the Compromise Effect","Journal of Marketing Research",2016,"Psychological and physiological states such as mood, hunger, stress, and sleep deprivation are known to affect decision-making processes and therefore crucially influence consumer behavior. A possible biological mechanism underlying the observed variability of consumer behavior is the context-sensitive variation in the levels of neuromodulators in the brain. In a series of four experimental studies, the authors pharmaceutically reduce the levels of the neurotransmitter serotonin in the brain to diminish the availability of subjects? cognitive resources. In doing so, they study how serotonin brain levels influence (1) subjects? tendency to avoid buying and (2) consumers' preference for product options positioned as a compromise in a given choice set rather than for more extreme alternatives (i.e., the compromise effect). Using realistic product choice scenarios in a binding decision framework, they find that a reduction of brain serotonin levels leads to choice deferral and decreases the compromise effect, both as a within-subjects and as a between-subjects choice phenomenon. As such, this study provides neurobiological evidence for the assumption that the compromise effect is the result of deliberate and demanding thought processes rather than intuitive decision making.","interdisciplinary",0
"230","Consumer Preferences for Annuity Attributes: Beyond Net Present Value","Journal of Marketing Research",2016,"Decisions about life annuities are an important part of consumer decumulation of retirement assets, yet they are relatively underexplored by marketing researchers studying consumer financial decision making. In this article, the authors propose and estimate a model of individual preferences for life annuity attributes using a choice-based stated-preference survey. Annuities are presented in terms of consumer-relevant attributes such as monthly income, yearly adjustments, period certain guarantees, and company financial strength. The authors find that these attributes directly influence consumer preferences beyond their impact on the annuity's expected present value. The strength of the direct influence depends on how annuities are described: when annuities are represented only through basic attributes, consumers undervalue inflation protection, and preferences are not monotonically increasing in duration of period certain guarantees. When descriptions of annuities are enriched with cumulative payment information, consumers no longer undervalue inflation protection, but nonlinear preferences for period certain options remain. The authors find that among annuities with the same expected payout but different annual increases and period certain guarantees, the proportion of consumers who choose the annuity over self-management can vary by more than a factor of 2.","interdisciplinary",0
"231","Brand Buzz in the Echoverse","Journal of Marketing",2016,"Social media sites have created a reverberating ?echoverse? for brand communication, forming complex feedback loops (?echoes?) between the ?universe? of corporate communications, news media, and user-generated social media. To understand these feedback loops, the authors process longitudinal, unstructured data using computational linguistics techniques and analyze them using econometric methods. By assembling one of the most comprehensive data sets in the brand communications literature with corporate communications, news stories, social media, and business outcomes, the authors document the echoverse (i.e., feedback loops between all of these sources). Furthermore, the echoverse has changed as online word of mouth has become prevalent. Over time, online word of mouth has fallen into a negativity spiral, with negative messages leading to greater volume, and firms are adjusting their communications strategies in response. The nature of brand communications has been transformed by online technology as corporate communications move increasingly from one to many (e.g., advertising) to one to one (e.g., Twitter) while consumer word of mouth moves from one to one (e.g., conversations) to one to many (e.g., social media). The results indicate that companies benefit from using social media (e.g., Twitter) for personalized customer responses, although there is still a role for traditional brand communications (e.g., press releases, advertising). The evolving echoverse requires managers to rethink brand communication strategies, with online communications becoming increasingly central.","sentiment analysis",1
"232","Measuring and Managing Consumer Sentiment in an Online Community Environment","Journal of Marketing Research",2015,"As social media and virtual communities increase in popularity, the spread of word of mouth becomes easier, challenging firms to measure and manage the success of marketing initiatives in online community environments. This research examines how consumers react to firms' active participation in consumer-to-consumer conversations in an online community setting. The authors develop a tailored community-matched measure of consumer reaction (consumer sentiment) and analyze more than 115,000 consumer posts from ten online forums with active firm participation. The results indicate that consumers show diminishing returns to active firm engagement, which, at very high levels, can undermine consumer sentiment. Further subgroup analyses by conversation type indicate that these relationships hold for conversations that address consumers' functional needs but do not hold for conversations that address social needs. Finally, the results show diminishing returns to firm engagement for consumers primarily interested in product-related support but show no relationship for consumers primarily interested in inspiration and entertainment. These findings provide insights for marketing performance measurement and resource allocation in online communities.","Text Mining",0
"233","Individual Differences in Marketing Placebo Effects: Evidence from Brain Imaging and Behavioral Experiments","Journal of Marketing Research",2015,"A wealth of research has explored whether marketing-based expectancies such as price and brand quality beliefs influence the consumption experience and subsequent behavior, but almost no research has examined individual differences in ?marketing placebo effects.? In this article, the authors suggest three moderators of the effect of marketing-based expectancies on the behavioral and neural measures of the consumption experience, based on previous findings from neuroscientific literature investigating traditional clinical pain placebo effects. They use a novel automated structural brain imaging approach to determine individual differences and combine this approach with traditional behavioral experiments. The findings show that consumers high in reward seeking, low in somatosensory awareness, and high in need for cognition are more responsive to marketing placebo effects.","Text Mining",0
"234","Direct and Indirect Effects of Buyers and Sellers on Search Advertising Revenues in Business-to-Business Electronic Platforms","Journal of Marketing Research",2015,"Platform companies such as Alibaba.com increasingly rely on search advertising as a revenue source. This study examines (1) the direct effect of new and existing buyers and sellers on platform advertising revenue, (2) their indirect effect through two intermediary performance variables (buyer's click rate and seller's click price), and (3) how the effects differ between launch and mature stages of the search advertising service. Unique data collected from a leading transactional business-to-business electronic platform suggest that new buyers click on more search advertisements than existing buyers, especially after the firm's buyers and sellers have learned and adapted to the service (mature stage). New sellers tend to outbid existing sellers in the mature stage, but the opposite is true when the service is newly introduced (launch stage). Because existing sellers can more effectively send quality signals in the launch stage, attracting existing, rather than new, sellers has a greater effect on click rate in the launch stage; however, the opposite is true in the mature stage. Attracting new buyers also has a greater effect on click rate and price, especially in the mature stage. Finally, using cost data from the platform, this article examines the economic returns of attracting new and existing buyers and sellers with respect to advertising revenue.","UGC",0
"235","Measuring and Managing Consumer Sentiment in an Online Community Environment","Journal of Marketing Research",2015,"As social media and virtual communities increase in popularity, the spread of word of mouth becomes easier, challenging firms to measure and manage the success of marketing initiatives in online community environments. This research examines how consumers react to firms' active participation in consumer-to-consumer conversations in an online community setting. The authors develop a tailored community-matched measure of consumer reaction (consumer sentiment) and analyze more than 115,000 consumer posts from ten online forums with active firm participation. The results indicate that consumers show diminishing returns to active firm engagement, which, at very high levels, can undermine consumer sentiment. Further subgroup analyses by conversation type indicate that these relationships hold for conversations that address consumers' functional needs but do not hold for conversations that address social needs. Finally, the results show diminishing returns to firm engagement for consumers primarily interested in product-related support but show no relationship for consumers primarily interested in inspiration and entertainment. These findings provide insights for marketing performance measurement and resource allocation in online communities.","computational linguistics",0
"236","Measuring and Managing Consumer Sentiment in an Online Community Environment","Journal of Marketing Research",2015,"As social media and virtual communities increase in popularity, the spread of word of mouth becomes easier, challenging firms to measure and manage the success of marketing initiatives in online community environments. This research examines how consumers react to firms' active participation in consumer-to-consumer conversations in an online community setting. The authors develop a tailored community-matched measure of consumer reaction (consumer sentiment) and analyze more than 115,000 consumer posts from ten online forums with active firm participation. The results indicate that consumers show diminishing returns to active firm engagement, which, at very high levels, can undermine consumer sentiment. Further subgroup analyses by conversation type indicate that these relationships hold for conversations that address consumers' functional needs but do not hold for conversations that address social needs. Finally, the results show diminishing returns to firm engagement for consumers primarily interested in product-related support but show no relationship for consumers primarily interested in inspiration and entertainment. These findings provide insights for marketing performance measurement and resource allocation in online communities.","user-generated-content",0
