title,journal,year,text,label
How and When Does Customer Orientation Influence Frontline Employee Job Outcomes? A Meta-Analytic Evaluation,Journal of Marketing,2012,"Previous research has conceptualized and modeled customer orientation (CO) in one of two ways: as a psychological phenomenon antecedent to critical job states (i.e., stress and engagement) or as frontline employee behaviors that are caused by these same job states. Building on meta-analytic data, this study finds greater support for the causal relationships implied by a psychological construal of the construct and reveals that CO influences frontline employees' job outcomes through its effects on stress and engagement. Moderation analyses also indicate that CO's influence on model variables is stronger when frontline employees' customer workloads increase and is weaker as the need for customer persuasion increases. These findings contradict widely held assumptions rooted in a behavioral view of CO?namely, that CO is a consequence of job states, a proximate determinant of job outcomes, and most beneficial when ample opportunity for customer engagement exists. Overall, the results support a broadened perspective that recognizes that CO improves job outcomes because it enhances frontline employees' psychological welfare in addition to being good for business. These findings suggest that managers should consider CO an important criterion in frontline employee decisions, recognize CO as beneficial when limited opportunity for customer engagement exists, and avoid efforts to curtail CO's costs at the frontline employee level.",0
Discounting Time and Time Discounting: Subjective Time Perception and Intertemporal Preferences,Journal of Marketing Research,2009,"Consumers often make decisions about outcomes and events that occur over time. This research examines consumers' sensitivity to the prospective duration relevant to their decisions and the implications of such sensitivity for intertemporal trade-offs, especially the degree of present bias (i.e., hyperbolic discounting). The authors show that participants' subjective perceptions of prospective duration are not sufficiently sensitive to changes in objective duration and are nonlinear and concave in objective time, consistent with psychophysical principles. More important, this lack of sensitivity can explain hyperbolic discounting. The results replicate standard hyperbolic discounting effects with respect to objective time but show a relatively constant rate of discounting with respect to subjective time perceptions. The results are replicated between subjects (Experiment 1) and within subjects (Experiments 2), with multiple time horizons and multiple descriptors, and with different measurement orders. Furthermore, the authors show that when duration is primed, subjective time perception is altered (Experiment 4) and hyperbolic discounting is reduced (Experiment 3).",1
A Theories-in-Use Approach to Building Marketing Theory,Journal of Marketing,2019,"This article?s objective is to inspire and provide guidance on the development of marketing knowledge based on the theories-in-use (TIU) approach. The authors begin with a description of the TIU approach and compare it with other inductive and deductive research approaches. The benefits of engaging in TIU-based research are discussed, including the development of novel organic marketing theories and the opportunity to cocreate relevant marketing knowledge with practitioners. Next, they review criteria for selecting research questions that are particularly well-suited for examination with TIU-based research. This is followed by detailed suggestions for TIU research: focusing on developing new constructs, theoretical propositions (involving antecedents, moderators, and consequences), and arguments for justifying theoretical propositions. A discussion of TIU tradecraft skills, validity checks, and limitations follows. The authors close with a discussion of future theory-building opportunities using the TIU approach.",0
Forward-Looking Bidding in Online Auctions,Journal of Marketing Research,2006,"At Internet auction sites, such as eBay, nearly identical goods are often sold in a sequence of auctions, separated by small amounts of time. Upcoming auctions are announced several days in advance, so buyers can benefit from forward-looking strategies that take this information into account. This article develops a model of such bidding, provides empirical evidence of the model's relevance to actual behavior on eBay, and discusses the general implications of forward-looking bidding for sequential, auction-driven marketplaces.",1
The Hesitant Hai Gui: Return-Migration Preferences of U.S.-Educated Chinese Scientists and Engineers,Journal of Marketing Research,2013,"Managers, research administrators, and policy makers need a greater understanding of the factors that drive employment preferences of foreign science, technology, engineering, and mathematics (STEM) doctoral graduates of U.S. universities. To address this need, the authors report the results of a large multischool conjoint survey of return-migration preferences among U.S. STEM doctoral students from China. The survey presents the respondents with potential job offers and yields individual-level estimates of each respondent's indirect utility of a job as a function of location, job status, and salary. The authors use a delayed follow-up choice task to demonstrate stability of the preference estimates both over time and across response modalities. The estimated preferences imply that Chinese doctoral graduates tend to remain in the United States because of a large salary disparity between the two countries rather than because of an inherent preference for locating in the United States. Given these estimated preferences, the authors conduct several policy-relevant, counterfactual simulations of return-migration choice and outline effective targeting and positioning strategy for attracting Chinese STEM talent.",1
Statistical Benefits of Choices from Subsets,Journal of Marketing Research,2009,"Marketers often analyze multinomial choice from a set of branded products to learn about demand. Given a set of brands to study, the authors analyze three reasons why choices from strict subsets of the brands can contain more statistical information about demand than choices from all the brands in the study: First, making choices from smaller subsets is easier, so it is possible to use more choice tasks when the choice data come from a choice-based conjoint survey. Second, choices from subsets of brands better identify and more accurately estimate the covariance structure of unobserved utility shocks associated with brands. Third, subsets automatically balance the brand shares when some of the brands are less popular than others. The authors demonstrate these three benefits of subsets using a mixture of analytical results and numerical simulations and provide implications for the design of choice-based conjoint analyses. They find that the optimal subset size depends on the model, the number of brands in the study and the designer's resource constraint. In addition to showing that subsets can be beneficial, this article provides a simulation methodology that helps designers pick the best subset size for their setting.",1
The ?Response-to-Failure? Scale: Predicting Behavior following Initial Self-Control Failure,Journal of Marketing Research,2012,"Whereas most existing self-control research and scales focus on singular self-control choice, the current work examines sequential self-control behavior. Specifically, this research focuses on behavior following initial self-control failure, identifying a set of key cognitive and emotional responses to initial failure that jointly underlie post-failure behavior. The tendency to experience these responses is captured in a new scale, the Response-to-Failure scale, which the authors develop and test in three consumer domains: eating, spending, and cheating. The results support the use of the same emotional and cognitive factors to predict post-failure behavior across these three domains, providing evidence of the generalizability of the scale structure. The data support the scale's structure, nomological and discriminant validity, and test?retest reliability across five studies. In five additional studies, the scale's predictive validity is demonstrated beyond other existing relevant scales. The authors also develop and test a short form of each domain scale. Finally, the authors discuss the implications for understanding post-failure behavior and suggest practical uses for the scale.",1
"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence?Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",Journal of Marketing Research,2019,"Following subgoal success at a long-term goal, consumers can persist, behaving consistently with the long-term goal, or license, behaving consistently with competing shorter-term goals. The authors extend prior work by proposing that this choice is driven, in part, by chronic differences in consumers? cognitive and emotional responses to subgoal success. In Studies 1?5, they develop and validate a measure that captures these individual differences: the Persistence?Licensing Response Measure (PLRM). They demonstrate that the PLRM predicts persistence and licensing where existing constructs and measures do not, showing that consumers? responses to subgoal success represent a unique dimension of self-regulation. In Studies 6?10, the authors demonstrate that the PLRM moderates the effect of subgoal success on persistence and licensing behavior, revealing that the same subgoal success situation can lead to systematically different behaviors. The authors also examine how marketing interventions can be used to increase consumers? persistence following subgoal success. This work furthers the understanding of the determinants of persistence and licensing, improves prediction of behavior, and offers marketers tools to segment and target consumers, increasing persistence in key goal domains.",1
Sustainable Export Marketing Strategy Fit and Performance,Journal of International Marketing,2014,"Despite the growing global importance of sustainability issues, scant research has examined marketing strategy sustainability issues in international settings. Although significant prior work has examined drivers and performance consequences of adaptation/standardization of marketing strategies in international markets, researchers have yet to apply this avenue of inquiry to sustainable marketing strategies. Building on contingency theory and the concept of strategic fit, the authors develop a model of drivers of sustainable export marketing strategy adaptation and explore the circumstances under which such a strategy affects export performance. Using a sample of U.K. exporters, they find that various macro- and microenvironmental factors are responsible for sustainable export marketing strategy adaptation, which shapes the nature of sustainable export marketing strategy fit and its export venture performance outcomes. The results indicate that sustainable export marketing strategy adaptation is the outcome of the differences between home and export markets in terms of economic and technological conditions, competitive intensity, customer characteristics, and stakeholder pressures. Moreover, the performance relevance of sustainable export marketing strategy adaptation requires adequate fit with these macro- and microenvironmental factors.",0
The Rise of the Sharing Economy: Estimating the Impact of Airbnb on the Hotel Industry,Journal of Marketing Research,2017,"Peer-to-peer markets, collectively known as the sharing economy, have emerged as alternative suppliers of goods and services traditionally provided by long-established industries. The authors explore the economic impact of the sharing economy on incumbent firms by studying the case of Airbnb, a prominent platform for short-term accommodations. They analyze Airbnb's entry into the state of Texas and quantify its impact on the Texas hotel industry over the subsequent decade. In Austin, where Airbnb supply is highest, the causal impact on hotel revenue is in the 8%?10% range; moreover, the impact is nonuniform, with lower-priced hotels and hotels that do not cater to business travelers being the most affected. The impact manifests itself primarily through less aggressive hotel room pricing, benefiting all consumers, not just participants in the sharing economy. The price response is especially pronounced during periods of peak demand, such as during the South by Southwest festival, and is due to a differentiating feature of peer-to-peer platforms?enabling instantaneous supply to scale to meet demand.",1
Expanding to the Internet: Pricing and Communications Strategies When Firms Compete on Multiple Channels,Journal of Marketing Research,2000,"The author shows how firms' pricing and communications strategies may be affected by the size of the Internet: Firms have incentives to facilitate consumer search on the Internet, but only as long as the Internet's reach is limited. As the Internet is used by more consumers, firms' pricing and communications strategies on the Internet will mirror the strategies they pursue in a conventional channel. Firms can increase their market power by strategically using information on multiple channels to achieve finer consumer segmentation. The author suggests directions the Internet might take and derives managerial implications. The findings generalize to other channels that enable firms to segment consumers and inform them at low cost.",1
How the Internet Lowers Prices: Evidence from Matched Survey and Automobile Transaction Data,Journal of Marketing Research,2006,"Although research has shown that the Internet has lowered the prices in some established industries, little is known about how use of the Internet lowers prices. The authors address this issue for the automobile retailing industry with matched survey and transaction data on 1500 car purchases in California. They show that the Internet lowers prices for two distinct reasons: First, the Internet informs consumers about dealers' invoice prices. Second, the referral process of online buying services helps consumers obtain lower prices. The combined information and referral price effects are ?1.5%, or 22% of dealers' average gross vehicle profit. The authors also find that the benefits of gathering information differ by consumer type. Buyers who have a high disutility of bargaining but who have collected information on the specific car they eventually purchase pay 1.5% less than they otherwise would. In contrast, buyers who like the bargaining process do not benefit from such information.",1
"Consumer Ethnocentrism, National Identity, and Consumer Cosmopolitanism as Drivers of Consumer Behavior: A Social Identity Theory Perspective",Journal of International Marketing,2015,"Consumers? preferences for domestic over imported products have been investigated in various isolated studies, but never in a single model incorporating several in-group and out-group consumer orientations at the same time. Building on social identity theory, this study develops and tests?in two countries?a conceptual model that assesses the relative influence of consumer ethnocentrism, national identity, and consumer cosmopolitanism on consumers? product judgments and willingness to buy domestic and foreign products. Furthermore, the study develops an empirically based typology of consumer segments using these sociopsychological traits and subsequently profiles them on consumption-relevant variables. The findings reveal several undiscovered patterns regarding the interplay of consumer ethnocentrism, national identity, and consumer cosmopolitanism as drivers of consumer behavior and offer managerial guidance on their relevance as segmentation variables.",0
The Litigated Dissolution of International Distribution Relationships: A Process Framework and Propositions,Journal of International Marketing,2006,"The litigated dissolution of international distribution relationships severely hampers exchange partners? international efforts. Although relationship dissolution through litigation is a central issue in international business, limited research has been conducted to understand this process, thus leaving academics and practitioners with an incomplete theoretical or practitioner understanding of issues involved in this process. This study uses a systematic analysis of legal cases over the 1985?2005 period to better understand this issue from a longitudinal perspective. Using legal case data, the authors develop a process framework, which includes formalized propositions, to denote two separate litigation dissolution processes: proactive and reactive. The legal case analysis indicates that the two types of relationship dissolution processes have unique triggers and outcomes, which suggests differences in theoretical models and managerial actions. The authors present academic and practitioner implications.",0
Intra- and Interfirm Coordination of Export Manufacturers: A Cluster Analysis of Indigenous Chinese Exporters,Journal of International Marketing,2008,"Export manufacturers face challenges associated with intrafirm coordination among functional units and interfirm coordination with foreign distributors. The majority of research on export coordination examines intra- and interfirm coordination strategies separately. Consequently, limited insights have been gained into how export manufacturers combine the various intra- and interfirm coordination strategies to achieve export success. Using a cluster analysis, the authors incorporate both intra- and interfirm coordination strategies as inputs to identify profiles of export manufacturers. They identify four distinct profiles: balanced coordinators, interactive coordinators, flexibility-only coordinators, and unfocused coordinators. The authors find that the best performers are balanced coordinators, or the export manufacturers that concurrently deploy multiple intra- and interfirm coordination strategies.",0
Nonlinear Effects of Social Connections and Interactions on Individual Goal Attainment and Spending: Evidences from Online Gaming Markets,Journal of Marketing,2017,"Although it seems intuitive for firms to leverage social connections and interactions to influence consumers? goal attainment and spending, the authors present a caveat of such strategies. Using two large-scale data sets with more than 5 million people-day observations from online gaming markets, Studies 1 and 2 show consistently nonlinear effects. Although some social connections and interactions boost goal attainment and spending (positive linear term), after a certain point too many of them have a diminished marginal effect (negative squared term). The results are robust to a wide array of modeling techniques addressing self-selection, unobserved individual heterogeneity, and endogeneity. In addition, novices can benefit more from greater social connections and interactions, yet also suffer more from the diminishing effects. Regarding the underlying mechanism, the follow-up experiment Study 3 shows that consistent with the information processing theory, some social connections and interactions can provide information support for goal attainment, but too many of them can introduce an information overload problem and, thus, hamper goal attainment intention. Together, these findings refute a simple, linear view of the effects of social connections and interactions and provide pivotal theoretical and practical implications.",0
Competitive Action in the Diffusion of Internet Technology Products in Emerging Markets: Implications for Global Marketing Managers,Journal of International Marketing,2011,"This research explores the extent to which competitive actions of multinational corporations (MNCs) and local vendors of Internet technology products shape the diffusion of their respective products in emerging markets. Drawing on competitive technology diffusion, the Austrian perspective on firms? market processes, and resource advantage theory, the authors develop a set of hypotheses regarding the characteristics of the competitive actions of MNCs and local vendors. They validate the hypotheses with longitudinal field data from two pairs of competing Internet technology products in search engine and consumer-to-consumer electronic markets. The findings indicate that specific market-oriented actions of local vendors and MNCs influence the diffusion of technology products. In particular, global marketing managers should concentrate on a few key actions and take new actions that differ from those of local vendors in emerging markets. This study provides a wealth of knowledge in high-technology product diffusion and demonstrates how competition between local vendors and MNCs in emerging markets differs from typical within-industry competition. In addition, this study conveys important implications to the theory of international business.",0
"Managing Knowledge for Innovation: The Role of Cooperation, Competition, and Alliance Nationality",Journal of International Marketing,2010,"Strategic alliances play a critical role in global innovation. Firms can overcome resource constraints and achieve superior innovative performance not only by using internal resources but also by acquiring knowledge-based capabilities from alliance partners. In this study, the authors investigate how knowledge acquired from alliance partners affects organizational knowledge creation, which in turn leads to innovative performance. The authors propose that the knowledge?innovation relationship is stronger in international alliances than domestic alliances. The results from a survey of 127 German firms engaged in strategic alliances confirm that knowledge creation mediates the effect of knowledge acquisition on innovative performance and that international alliances strengthen the effect of knowledge creation on innovative performance. In addition, the authors find that interfirm cooperation and competition coexist in strategic alliances and that both factors increase knowledge acquisition, though from different motivational bases.",0
The Impact of an Item-Based Loyalty Program on Consumer Purchase Behavior,Journal of Marketing Research,2012,"The authors conduct an empirical investigation of a new retail loyalty program (LP), called an item-based loyalty program (IBLP), in which price discounts are replaced by reward point promotions that need to be accumulated and redeemed later. The main objective is to examine its impact on various aspects of consumer purchase behavior and a retailer's sales revenue. They find that after a retailer switched from a conventional LP to the IBLP, consumers became more responsive to reward point promotions than to price discounts of the same monetary value, were no longer responsive to competitors' reward point promotions, and exhibited stronger cumulative reward point effects. In addition, the new LP had a significantly different impact on ?current? LP members and nonmembers (defined by their status right before the switch), resulting in decreased (increased) total spending by the former (latter) group, under the retailer's current promotion practice. Furthermore, it is critically important for retailers to offer sufficient promotions under the new LP to achieve its full potential; otherwise, they risk alienating their loyal customers. Finally, the IBLP reduced attrition among existing customers and attracted more new customers, which contributed to most of the retailer's sales revenue gain after adopting the IBLP.",1
"Product Development Strategy, Product Innovation Performance, and the Mediating Role of Knowledge Utilization: Evidence from Subsidiaries in China",Journal of International Marketing,2009,"This study examines the interplay of product development strategy, knowledge utilization, and product innovation performance in the context of Chinese subsidiaries of multinational companies. When firms strive to develop highly innovative products (breakthrough focus), the amount of resources allocated has a U-shaped relationship to subsequent product innovation performance (i.e., market rewards of new products). When the aim of product development activity is to reinforce and maintain moderately innovative products (platform focus), increased resource allocation shows a positive relationship to product innovation performance. The amount of resources allocated to minor revisions (incremental focus) shows no significant relationship to product innovation performance. Knowledge utilization is an important predictor of the benefits of developing highly and moderately innovative products. Moreover, it helps to mitigate the drawbacks of a breakthrough focus and strengthens the positive impact of a platform focus.",0
Brand-Level Effects of Stockkeeping Unit Reductions,Journal of Marketing Research,2007,"When retailers make product assortment changes by eliminating certain stockkeeping units (SKUs), how does this affect sales of individual brands? This is the main question the authors address in this article. Using data from an online retailer that implemented a permanent systemwide SKU reduction (SR) program, the authors investigate how the program affected various components of purchase behavior for individual brands. They find substantial variations in the SR effects across brands, categories, and consumers. They explore possible drivers for these differences and find that higher-market-share, higher-priced, and more frequently promoted brands tend to gain share and that reduction in the number of sizes, reduction in the number of SKUs, and change in SKU share in the category are important in affecting change in a brand's purchase share after the SR. They also find that SRs lead to an increase in category purchase incidence and quantity for highly state-dependent consumers and frequent buyers but a decrease in category purchase and quantity for mildly state-dependent consumers and infrequent buyers. In addition, SRs tend to cause more changes in brand choice probabilities among consumers of lower state dependence and higher price and promotion sensitivity. These findings are of importance both to retailers wanting to make product assortment changes and to manufacturers affected by them.",1
The Effectiveness of Customized Promotions in Online and Offline Stores,Journal of Marketing Research,2009,"This study investigates the effectiveness of customized promotions at three levels of granularity (mass market, segment specific, and individual specific) in online and offline stores. The authors conduct an empirical examination of the profit potential of these customized promotion programs with a joint model of purchase incidence, choice, and quantity and through optimization procedures for approximately 300 conditions. They find that (1) optimization procedures lead to substantial profit improvements over the current practice for all types of promotions (customized and undifferentiated); (2) loyalty promotions are more profitable in online stores than in offline stores, while the opposite holds for competitive promotions; (3) the incremental payoff of individual-level over segment- and mass market?level customized promotions is small in general, especially in offline stores; (4) for categories that are promotion sensitive, individual-level customized promotions can lead to a meaningful profit increase over segment- and mass market?level customized promotions in online stores; and (5) low redemption rates are a major impediment to the success of customized promotions in offline stores. Optimal undifferentiated promotions should be the primary promotion program in this channel, and firms can benefit from offering a combination of optimal undifferentiated and customized promotions for suitable categories in offline stores.",1
Sales Effects of Attention to Feature Advertisements: A Bayesian Mediation Analysis,Journal of Marketing Research,2009,"There is much evidence that the presence of a feature advertisement can increase the sales and market share of the featured product. However, little is known about how feature ad characteristics (e.g., size, color, and location of the advertisement) affect the sales outcomes and how the effects take place. Prior research has predicted that feature advertisements lead to behavioral outcomes through their effect on consumers' attention. Building on this idea, the authors propose a Bayesian statistical model to study how feature ad characteristics affect sales of the featured products and the mediating role of attention in these relationships. They use data from eye-tracking tests of feature advertisements, aggregated and matched with sales data at the level of the feature advertisement. Their approach accounts for endogeneity in the key variables involved and overcomes limitations of standard mediation analyses. They show that the gaze duration on a feature advertisement affects sales of the featured product beyond the mere presence of the advertisement and that a standard mediation analysis that does not accommodate endogeneity produces biased estimates of the effects of feature ad characteristics on sales. Their proposed methodology is widely applicable to mediation analyses. The findings imply that attention data collected in lab tests can help marketers compare the relative sales outcomes of different feature ad designs and improve the effectiveness and efficiency of feature adverting decisions.",1
Dynamic Relationship Marketing,Journal of Marketing,2016,"Firms routinely engage in relationship marketing (RM) efforts to improve their relationships with business partners, and extant research has documented the effectiveness of various RM strategies. According to the perspective proposed in this article, as customers migrate through different relationship states over time, not all RM strategies are equally effective, so it is possible to identify the most effective RM strategies given customers? states. The authors apply a multivariate hidden Markov model to a six-year longitudinal data set of 552 business-to-business relationships maintained by a Fortune 500 firm. The analysis identifies four latent buyer?seller relationship states, according to each customer's level of commitment, trust, dependence, and relational norms, and it parsimoniously captures customers? migration across relationship states through three positive (exploration, endowment, recovery) and two negative (neglect, betrayal) migration mechanisms. The most effective RM strategies across migration paths can help firms promote customer migration to higher performance states and prevent deterioration to poorer ones. A counterfactual elasticity analysis compares the relative importance of different migration strategies at various relationship stages. This research thus moves beyond extant RM literature by focusing on the differential effectiveness of RM strategies across relationship states, and it provides managerial guidance regarding efficient, dynamic resource allocations.",0
Creating Local Brands in Multilingual International Markets,Journal of Marketing Research,2001,"Despite the importance of decisions regarding international brand names, research on brand naming has focused primarily on English name creation. The authors conceptualize the local brand-name creation process in a multilingual international market. The authors present a framework that incorporates (1) a linguistic analysis of three translation methods?phonetic (i.e., by sound), semantic (i.e., by meaning), and phonosemantic (i.e., by sound plus meaning)?and (2) a cognitive analysis focusing on the impact of primes and expectations on consumer name evaluations. Using dual English-and-Chinese brand names, the authors show that the effectiveness of the translation depends on the emphasis of the original English name (versus the Chinese name) and the method of translation used previously for brand names within the same category.",1
A Joint Examination of Quality Choice and Satisfaction: The Impact of Circumstantial Variables,Journal of Marketing Research,2014,"Using data from an online hotel reservation site, the authors jointly examine consumers? quality choice decision at the time of purchase and subsequent satisfaction with the hotel stay. They identify three circumstantial variables at the time of purchase that are likely to influence both the choice decisions and the postpurchase satisfaction: the time gap between purchase and consumption, distance between purchase and consumption, and time of purchase (business/nonbusiness hours). The authors incorporate these three circumstantial variables into a formal two-stage economic model and find that consumers who travel farther and make reservations during business hours are more likely to select higher-quality hotels but are less satisfied. Consumers who book earlier are more likely to select higher-quality hotels and are more satisfied. The findings suggest that incorporating circumstantial variables into formal choice models is useful in helping managers understand and predict consumer choices and satisfaction assessments.",1
Dynamically Managing a Profitable Email Marketing Program,Journal of Marketing Research,2017,"Although email marketing is highly profitable and widely used by marketers, it has received limited attention in the marketing literature. Extant research has focused on either customers? email responses or the ?average? effect of emails on purchases. In this article, the authors use data from a U.S. home improvement retailer to study customers? email open and purchase behaviors by using a unified hidden Markov and copula framework. Contrary to conventional wisdom, the authors find that email-active customers are not necessarily active in purchases, and vice versa. Furthermore, the number of emails sent by the retailer has a nonlinear effect on both the retailer's short- and long-term profitability. Through a counterfactual study, the authors provide a decision support system to guide retailers in making optimal email contact decisions. This study shows that sending the right number of emails is vital for long-term profitability. For example, sending four (ten) emails instead of the optimal number of seven emails can cause the retailer to lose 32% (16%) of its lifetime profit per customer.",1
An Examination of Social Influence on Shopper Behavior Using Video Tracking Data,Journal of Marketing,2014,"This research investigates how the social elements of a retail store visit affect shoppers? product interaction and purchase likelihood. The research uses a bivariate model of the shopping process, implemented in a hierarchical Bayes framework, which models the customer and contextual factors driving product touch and purchase simultaneously. A unique video tracking database captures each shopper's path and activities during the store visit. The findings reveal that interactive social influences (e.g., salesperson contact, shopper conversations) tend to slow the shopper down, encourage a longer store visit, and increase product interaction and purchase. When shoppers are part of a larger group, they are influenced more by discussions with companions and less by third parties. Stores with customers present encourage product interaction up to a point, beyond which the density of shoppers interferes with the shopping process. The effects of social influence vary by the salesperson's demographic similarity to the shopper and the type of product category being shopped. Several behavioral cues signal when shoppers are in a potentially high need state and may be good sales prospects.",0
Online Shopping and Social Media: Friends or Foes?,Journal of Marketing,2017,"As social network use continues to increase, an important question for marketers is whether consumers? online shopping activities are related to their use of social networks and, if so, what the nature of this relationship is. On the one hand, spending time on social networks could facilitate social discovery, meaning that consumers ?discover? or ?stumble upon? products through their connections with others. Moreover, cumulative social network use could expose consumers to new shopping-related information, possibly with greater marginal value than the incremental time spent on a shopping website. This process may therefore be associated with increased shopping activity. On the other hand, social network use could be a substitute for other online activities, including shopping. To test the relationship between social network use and online shopping, the authors leverage a unique consumer panel data set that tracks people's browsing of shopping and social network websites and their online purchasing activities over one year. The authors find that greater cumulative usage of social networking sites is positively associated with shopping activity. However, they also find a short-term negative relationship, such that immediately after a period of increased usage of social networking sites, online shopping activity appears to be lower.",0
Power Distance Belief and Impulsive Buying,Journal of Marketing Research,2010,"The authors propose that power distance belief (PDB) (i.e., accepting and expecting power disparity) influences impulsive buying beyond other related cultural dimensions, such as individualism?collectivism. This research supports an associative account that links PDB and impulsive buying as a manifestation of self-control, such that those with high PDB display less impulsive buying. Furthermore, this effect manifests for vice products but not for virtue products. The authors also find that restraint from temptations can occur automatically for people who have repeated practice (i.e., chronically high PDBs). Taken together, these results imply that products should be differentially positioned as vice or virtue products in accordance with consumers? PDBs.",1
The Impact of Regulatory Focus on Adolescents? Response to Antismoking Advertising Campaigns,Journal of Marketing Research,2007,"The authors demonstrate that antismoking advertisements are the most persuasive when the viewers? regulatory focus, the message's regulatory focus, and the message frame function synergistically. In two experiments, 1000 adolescents saw either antismoking advertising about smoking's social consequences or control advertising in a television show. The authors find that for promotion-focused adolescents, a promotion-focused positively framed antismoking message is the most effective at persuading them not to smoke; for prevention-focused adolescents, a prevention-focused negatively framed antismoking message is the most effective. The enhanced ad effectiveness is mediated by message accessibility and diagnosticity.",1
The Impact of Industry Concentration and Firm Location on Export Propensity and Intensity: An Empirical Analysis of Chinese Manufacturing Firms,Journal of International Marketing,2002,"Recent export studies have focused on the internal/controllable determinants of export performance. The external/uncontrollable determinants of export performance have received scant research attention. In this study, the authors examine two key external/uncontrollable factors, namely, industry concentration and firm location, in the context of Chinese manufacturing firms. In addition, the authors include several frequently studied factors such as firm size, capital intensity, technology innovation, and industry in the analysis as covariates. On the basis of logistical regression and multiple regression analysis, the authors find that both domestic market concentration and firm location are potent predictors of Chinese firms? export propensity and export intensity. The authors discuss implications of the findings to expose the reason behind the success of Chinese exporters in international markets.",0
The Role of Imagination-Focused Visualization on New Product Evaluation,Journal of Marketing Research,2009,"In this research, the authors examine the impact of imagination-focused visualization on the evaluation of really new products (RNPs)?that is, products that provide novel benefits but involve high learning costs. They compare imagination-focused visualization with memory-focused visualization and demonstrate that an imaginative focus leads to higher evaluations of an RNP but has no effect on the evaluation of incrementally new products, which involve continuous innovations that are easier to understand. They find that the underlying mechanism for this effect is imagination's impact on the perceived value of new benefits rather than on the learning costs. Furthermore, they show that the advantage of an imaginative focus is not simply due to the increased focus on product benefits, because imagination still leads to higher product evaluation than memory-focused visualization, even if participants in both conditions are asked to think about product benefits exclusively. Finally, an explicit focus on learning costs while using an imaginative approach draws attention away from product benefits and attenuates the advantage of imagination on product evaluation.",1
Mental Simulation and Preference Consistency over Time: The Role of Process- versus Outcome-Focused Thoughts,Journal of Marketing Research,2007,"Research on choice over time has found that people tend to focus on concrete aspects of near-future events and abstract aspects of distant-future events. Furthermore, a focus on concrete aspects heightens the feasibility-related components, whereas a focus on abstract aspects heightens the desirability-related components, which can lead to preference inconsistency over time. In this research, the authors integrate research on choice over time with mental simulation. They propose and show that counter to people's natural tendencies, outcome simulation for near-future events and process simulation for distant-future events lead to preference consistency over time. The results also suggest that outcome timing moderates the effectiveness of process versus outcome simulation.",1
Mental Simulation and Product Evaluation: The Affective and Cognitive Dimensions of Process versus Outcome Simulation,Journal of Marketing Research,2011,"In this research, the authors examine the role of process versus outcome simulation in product evaluation and demonstrate how manipulating the type of information-processing mode (cognitive vs. affective) leads to unique effects in process and outcome simulation. The article begins with the premise that when consumers do not have well-formed preferences for a product, they tend to focus on the usage process. The authors predict and find that outcome simulation is more effective than process simulation in increasing product evaluation under a cognitive mode, whereas process simulation is more effective than outcome simulation under an affective mode. Establishing boundary conditions, the authors further show the effect of two important moderators that alter consumers' focus on/away from the product's usage process. Specifically, they show a reversal of the effect for each type of mental simulation for hedonic products, for which product benefits are the more salient aspect (vs. the usage process). Furthermore, a distant-future (vs. near-future) evaluation frame shifts people's focus away from the usage process toward product benefits and reverses the effect of each type of simulation. The authors conclude with a discussion of theoretical and managerial implications.",1
Effects of Social and Temporal Distance on Consumers' Responses to Peer Recommendations,Journal of Marketing Research,2011,"This article examines the interplay of social and temporal distance on consumers' responses to others' recommendations. Drawing on research on psychological distance and the ?fit? literature, the authors hypothesize that others' recommendations are more persuasive when the construal levels associated with both social distance and temporal distance are congruent. Specifically, the authors first demonstrate a time-contingent effect of recommendation: Others' recommendations lead to a greater preference shift when people make decisions for distant-future consumption than for near-future consumption (Studies 1 and 2). Second, contrary to conventional wisdom, the authors find that close others do not always have a greater impact than distant others. instead, recommendations from close others are more influential in shifting near-future preferences than those from distant others, whereas recommendations from distant others are more influential than those from close others in shifting distant-future preferences (Study 3). The authors demonstrate that others' recommendations are perceived to be more relevant as the underlying mechanism when there is a match of construal levels between the social and temporal distance. Research and managerial implications are discussed.",1
